Superhero Name,Superhero Biography Name,Superhero Place Of Birth,Superhero First Appearance,Superhero Gender,Superhero Eye Color,Superhero Race,Superhero Hair Color,Superhero Height (Ft),Superhero Height (Cm),Superhero Weight (Lb),Superhero Weight (Kg),Superhero Publisher,Superhero Work Occupation,Superhero Work Base,Superhero Skin Color,Superhero Alignment,Superhero Intelligence,Superhero Strength,Superhero Speed,Superhero Durability,Superhero Power,Superhero Combat,Superhero Agility,Superhero Accelerated Healing,Superhero Lantern Power Ring,Superhero Dimensional Awareness,Superhero Cold Resistance,Superhero Durability.1,Superhero Stealth,Superhero Energy Absorption,Superhero Flight,Superhero Danger Sense,Superhero Underwater Breathing,Superhero Marksmanship,Superhero Weapons Master,Superhero Power Augmentation,Superhero Animal Attributes,Superhero Longevity,Superhero Intelligence.1,Superhero Super Strength,Superhero Cryokinesis,Superhero Telepathy,Superhero Energy Armor,Superhero Energy Blasts,Superhero Duplication,Superhero Size Changing,Superhero Density Control,Superhero Stamina,Superhero Astral Travel,Superhero Audio Control,Superhero Dexterity,Superhero Omnitrix,Superhero Super Speed,Superhero Possession,Superhero Animal Oriented Powers,Superhero Weapon-Based Powers,Superhero Electrokinesis,Superhero Darkforce Manipulation,Superhero Death Touch,Superhero Teleportation,Superhero Enhanced Senses,Superhero Telekinesis,Superhero Energy Beams,Superhero Magic,Superhero Hyperkinesis,Superhero Jump,Superhero Clairvoyance,Superhero Dimensional Travel,Superhero Power Sense,Superhero Shapeshifting,Superhero Peak Human Condition,Superhero Immortality,Superhero Camouflage,Superhero Element Control,Superhero Phasing,Superhero Astral Projection,Superhero Electrical Transport,Superhero Fire Control,Superhero Projection,Superhero Summoning,Superhero Enhanced Memory,Superhero Reflexes,Superhero Invulnerability,Superhero Energy Constructs,Superhero Force Fields,Superhero Self-Sustenance,Superhero Anti-Gravity,Superhero Empathy,Superhero Power Nullifier,Superhero Radiation Control,Superhero Psionic Powers,Superhero Elasticity,Superhero Substance Secretion,Superhero Elemental Transmogrification,Superhero Technopath/Cyberpath,Superhero Photographic Reflexes,Superhero Seismic Power,Superhero Animation,Superhero Precognition,Superhero Mind Control,Superhero Fire Resistance,Superhero Power Absorption,Superhero Enhanced Hearing,Superhero Nova Force,Superhero Insanity,Superhero Hypnokinesis,Superhero Animal Control,Superhero Natural Armor,Superhero Intangibility,Superhero Enhanced Sight,Superhero Molecular Manipulation,Superhero Heat Generation,Superhero Adaptation,Superhero Gliding,Superhero Power Suit,Superhero Mind Blast,Superhero Probability Manipulation,Superhero Gravity Control,Superhero Regeneration,Superhero Light Control,Superhero Echolocation,Superhero Levitation,Superhero Toxin And Disease Control,Superhero Banish,Superhero Energy Manipulation,Superhero Heat Resistance,Superhero Natural Weapons,Superhero Time Travel,Superhero Enhanced Smell,Superhero Illusions,Superhero Thirstokinesis,Superhero Hair Manipulation,Superhero Illumination,Superhero Omnipotent,Superhero Cloaking,Superhero Changing Armor,Superhero Power Cosmic,Superhero Biokinesis,Superhero Water Control,Superhero Radiation Immunity,Superhero Vision - Telescopic,Superhero Toxin And Disease Resistance,Superhero Spatial Awareness,Superhero Energy Resistance,Superhero Telepathy Resistance,Superhero Molecular Combustion,Superhero Omnilingualism,Superhero Portal Creation,Superhero Magnetism,Superhero Mind Control Resistance,Superhero Plant Control,Superhero Sonar,Superhero Sonic Scream,Superhero Time Manipulation,Superhero Enhanced Touch,Superhero Magic Resistance,Superhero Invisibility,Superhero Sub-Mariner,Superhero Radiation Absorption,Superhero Intuitive Aptitude,Superhero Vision - Microscopic,Superhero Melting,Superhero Wind Control,Superhero Super Breath,Superhero Wallcrawling,Superhero Vision - Night,Superhero Vision - Infrared,Superhero Grim Reaping,Superhero Matter Absorption,Superhero The Force,Superhero Resurrection,Superhero Terrakinesis,Superhero Vision - Heat,Superhero Vitakinesis,Superhero Radar Sense,Superhero Qwardian Power Ring,Superhero Weather Control,Superhero Vision - X-Ray,Superhero Vision - Thermal,Superhero Web Creation,Superhero Reality Warping,Superhero Odin Force,Superhero Symbiote Costume,Superhero Speed Force,Superhero Phoenix Force,Superhero Molecular Dissipation,Superhero Vision - Cryo,Superhero Omnipresent,Superhero Omniscient,Superhero First Appearance Date,Id Track of Most Popular Song On Day of First Appearance,Name of Most Popular Song On Day of First Appearance,Popularity of Most Popular Song On Day of First Appearance,Duration Ms of Most Popular Song On Day of First Appearance,Explicit of Most Popular Song On Day of First Appearance,Artists of Most Popular Song On Day of First Appearance,Id Artists of Most Popular Song On Day of First Appearance,Release Date of Most Popular Song On Day of First Appearance,Release Year of Most Popular Song On Day of First Appearance,Danceability of Most Popular Song On Day of First Appearance,Energy of Most Popular Song On Day of First Appearance,Key of Most Popular Song On Day of First Appearance,Loudness of Most Popular Song On Day of First Appearance,Mode of Most Popular Song On Day of First Appearance,Speechiness of Most Popular Song On Day of First Appearance,Acousticness of Most Popular Song On Day of First Appearance,Instrumentalness of Most Popular Song On Day of First Appearance,Liveness of Most Popular Song On Day of First Appearance,Valence of Most Popular Song On Day of First Appearance,Tempo of Most Popular Song On Day of First Appearance,Time Signature of Most Popular Song On Day of First Appearance
Cyborg,Victor Stone,"New York City, New York","DC Comics Presents #26 (October, 1980)",Male,brown,Cyborg,Black,6.496062992125984,198.0,385.0,173.0,DC Comics,"Adventurer, Teen Titan",San Francisco,-,good,90.0,55.0,45.0,85.0,75.0,65.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1980-10-31,6dKDnjNPg2oHi5yOY4RRlB,Aléjate,37.0,427560.0,0.0,['Héctor Lavoe'],['7opp16lU7VM3l2WBdGMYHP'],1980-10-31,1980.0,0.487,0.778,5.0,-4.843,0.0,0.0472,0.59,2.17e-05,0.0604,0.745,105.743,4.0
Cyborg Superman,Henry Henshaw,-,"Adventures of Superman #466 (May, 1990)",Male,blue,Cyborg,Black,,,,,DC Comics,-,"Warworld, Qward, Antimatter Universe, formerly Biot, Sector 3601",-,bad,90.0,95.0,95.0,100.0,100.0,80.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1990-04-30,4GD7ccmGitci9TaNghvteB,Heil Hitler/ Heil Hilter,42.0,222747.0,0.0,['Eddie Meduza'],['3cMEiDsx9VpGvF71hUGswS'],1990-04-30,1990.0,0.602,0.817,11.0,-13.887,1.0,0.0554,0.381,0.0,0.449,0.392,118.181,4.0
Cyclops,Scott Summers,"Anchorage, Alaska","X-Men #1 (September, 1963)",Male,brown,Mutant,Brown,6.266404199475065,191.0,195.0,88.0,Marvel Comics,"Leader of mutant race, adventurer, headmaster, former student, radio announcer","Xavier Institute, Salem Center, Westchester County, New York",-,good,90.0,10.0,25.0,45.0,80.0,80.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1963-09-01,7sO8fLoq7H3er7C24UtLiF,Dream A Little Dream Of Me,54.0,246160.0,0.0,"['Ella Fitzgerald', 'Count Basie']","['5V0MlUE1Bft0mbLlND7FJz', '2jFZlvIea42ZvcCw4OeEdA']",1963-09-01,1963.0,0.283,0.0738,7.0,-23.595,1.0,0.0763,0.925,0.0,0.105,0.223,72.034,4.0
Dagger,Tandy Bowen,"Shaker Heights, Ohio",Spectacular Spiderman #64,Female,blue,-,Blond,,,,,Marvel Comics,Vigilante,"Holy Ghost Church, 42nd Street, New York City",-,good,85.0,10.0,35.0,45.0,55.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1982-03-01,5YPIX0GlnaAxaJBFJydMT4,Looking Up to You,49.0,320280.0,0.0,['Michael Wycoff'],['03WrOkxi8Ktm2tBYI1Z7vV'],1982-03-01,1982.0,0.689,0.604,7.0,-9.01,0.0,0.0351,0.0136,3.84e-05,0.13,0.72,104.383,4.0
Daredevil,Matthew Michael Murdock,"New York City, New York","Daredevil #1 (April, 1964)",Male,blue,Human,Red,6.003937007874016,183.0,200.0,90.0,Marvel Comics,"Adventurer, vigilante, Attorney at Law","Hell's Kitchen, New York, New York, Shadowland (formerly)",-,good,90.0,15.0,35.0,35.0,65.0,100.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1964-04-01,3efaTBXMS98WCJA1eJ4Gke,"I'm Coolin', No Foolin'",38.0,173000.0,0.0,['Lesley Gore'],['08b2PA6eFyugsWAk41eQKZ'],1964-04-01,1964.0,0.548,0.367,7.0,-9.63,0.0,0.0282,0.941,0.0394,0.194,0.396,120.51,4.0
Darkhawk,Christopher Powell,"Queens, New York","Darkhawk #1 (March, 1991)",Male,brown,Human,Brown,6.069553805774278,185.0,180.0,81.0,Marvel Comics,Retired Superhero,"Los Angeles, California; formerly New York City and Avengers Compound",-,good,80.0,35.0,35.0,70.0,75.0,65.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1991-01-01,17S4XrLvF5jlGvGCJHgF51,Learning To Fly,73.0,242107.0,0.0,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],1991-01-01,1991.0,0.651,0.766,0.0,-9.935,1.0,0.0299,0.206,0.00103,0.362,0.949,116.74,4.0
Darkseid,Uxas,-,Superman's Pal Jimmy Olsen #134 (November 1970),Male,red,New God,No Hair,8.759842519685039,267.0,1815.0,817.0,DC Comics,Dictator of Apokolips,-,grey,bad,95.0,100.0,85.0,100.0,100.0,95.0,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1970-12-31,5EX3Q9GWGMtvvugQFkNTUb,Fuego En El 23,57.0,284640.0,0.0,"['Sonora Ponceña', 'Papo Lucca', 'Luigui Gomez', 'Tito Gómez']","['39qcQ01yJQbaMje70kIiFa', '1KbyKzIyGQig2K7sP5E7gv', '7iY8Y06Ta3wYvBpH0fTHVQ', '6d5spDidb3nveGjwpybfdn']",1970-12-31,1970.0,0.647,0.596,7.0,-6.352,0.0,0.0364,0.528,0.000514,0.775,0.818,91.841,4.0
Darkstar,Laynia Petrovna,"Minks, USSR","Champions #7 (August, 1976)",Female,brown,Mutant,Blond,5.511811023622047,168.0,125.0,56.0,Marvel Comics,Occupation unknown,"(before death) Paris, France (formerly) Moscow, USSR; Los Angeles, California, United States",-,good,75.0,10.0,35.0,45.0,80.0,65.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1976-08-31,4y3Rmu6XbLeUi95ym34PGq,Little Girl Blue,9.0,523267.0,0.0,['Hank Mobley'],['5cbutZUQE7SUCA6MsEMbBv'],1976-08-31,1976.0,0.487,0.0532,8.0,-19.568,1.0,0.0514,0.945,0.305,0.0969,0.315,92.316,4.0
Dazzler,Alison Blaire,"Gardendale, Long Island, New York",X-Men #130 (1980),Female,blue,Mutant,Blond,5.675853018372703,173.0,115.0,52.0,Marvel Comics,"Adventurer, singer, former actress, model, revolutionary",-,-,good,85.0,10.0,35.0,60.0,100.0,55.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1980-02-01,55xXj4qc4ByMxcVRb5Slc4,Funkin' for Jamaica,52.0,282080.0,0.0,['Tom Browne'],['4Ytvi4r3WPIZmEw1Ndmkp9'],1980-02-01,1980.0,0.822,0.854,8.0,-6.7,1.0,0.237,0.178,0.00574,0.0343,0.691,111.301,4.0
Deadman,Boston Brand,-,"Strange Adventures #205 (October, 1967)",Male,blue,Human,Black,6.003937007874016,183.0,201.0,90.0,DC Comics,"Wandering Spirit, Former Circus Aerialist","Mobile, Realm of the Just Dead",-,good,80.0,10.0,35.0,100.0,100.0,45.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1967-10-31,6ZSTinOwx5dKFYc6iYyGDn,Leaving on a Jet Plane,63.0,207240.0,0.0,"['Peter, Paul and Mary']",['6yrBBtqX2gKCHCrZOYBDrB'],1967-10-31,1967.0,0.414,0.167,9.0,-16.519,1.0,0.0484,0.804,0.0,0.117,0.384,133.45,4.0
Deadpool,Wade Winston Wilson,Canada,"New Mutants #98 (February, 1991)",Male,brown,Mutant,No Hair,6.167979002624672,188.0,210.0,95.0,Marvel Comics,"Mercenary; former enforcer, government operative, sumo wrestler, soldier, assassin, anti-hero, others","Cavern-X, Sedona, Arizona, Mobile",-,neutral,85.0,35.0,50.0,100.0,100.0,100.0,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1991-02-28,6noSuYjYAXxM91DEaTAaFy,Miracle of Love,59.0,275000.0,0.0,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']","['0NKDgy9j66h3DLnN8qu1bB', '5MspMQqdVbdwP6ax3GXqum', '7gcCQIlkkfbul5Mt0jBQkg']",1991-02-28,1991.0,0.528,0.469,2.0,-12.552,1.0,0.026,0.297,1.79e-06,0.361,0.317,106.386,4.0
Deadshot,Floyd Lawton,-,"Batman #59 (June, 1950)",Male,brown,Human,Brown,6.069553805774278,185.0,202.0,91.0,DC Comics,-,-,-,bad,80.0,10.0,25.0,30.0,55.0,80.0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1950-06-30,,,,,,,,,,,,,,,,,,,,,
Deathlok,Luther Manning,-,"Astonishing Tales #25 (August, 1974)",Male,brown,Cyborg,Grey,6.332020997375328,193.0,395.0,178.0,Marvel Comics,-,New York area,-,good,85.0,35.0,30.0,70.0,40.0,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974-08-01,0DMmXYU7SgAGFJak6OSdXb,I Can Help,45.0,240040.0,0.0,['Billy Swan'],['6nNkKMkPl1qBCEW3Al9eVV'],1974-08-01,1974.0,0.518,0.743,0.0,-7.135,1.0,0.0382,0.313,0.0146,0.158,0.527,125.439,4.0
